id,title,type,release_year,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm232090,Snervous Tyler Oakley,MOVIE,2015,82,documentation',US',NA,tt5073746,5.4,473,2.707,5.7
tm571645,Sommore: The Reign Continues,MOVIE,2015,92,comedy',US',NA,tt4172758,7,79,0.956,7
tm350727,Hajwala: The Missing Engine,MOVIE,2016,96,"drama', 'action', 'crime', 'sport', 'thriller'",AE',NA,tt6200274,2,255,1.389,6.2
tm212909,Just the Way You Are,MOVIE,2015,107,"comedy', 'drama', 'romance'",PH',NA,tt3837166,6.3,511,2.177,7.6
tm233121,Dedemin Fişi,MOVIE,2016,100,"comedy', 'family'",TR',NA,tt5191238,5.5,3524,3.847,5.8
tm272666,The Unmarried Wife,MOVIE,2016,130,"drama', 'romance'",PH',NA,tt5755796,5.9,189,1.812,6.5
ts56544,Bibik Bibikku,SHOW,2016,40,"drama', 'comedy'",MY',1,,NA,NA,1.674,NA
tm245791,My Stupid Boss,MOVIE,2016,106,"comedy', 'drama'",ID',NA,tt5514296,7.1,1536,2.471,6.9
tm271333,The Third Party,MOVIE,2016,118,"comedy', 'romance'",PH',NA,tt6088634,6.1,275,2.802,5.6
tm409220,Ojukokoro (Greed),MOVIE,2016,112,"thriller', 'comedy', 'crime'",NG',NA,tt6660922,6.6,63,0.954,5.5
tm421382,Lakeeran,MOVIE,2016,113,drama',IN',NA,tt6115284,6.3,34,0.712,NA
tm1063792,,MOVIE,2015,11,,,NA,tt4661188,NA,NA,NA,NA
tm234735,Time Out,MOVIE,2015,98,"drama', 'animation', 'family', 'music'",IN',NA,tt4396648,6,414,1.167,7.2
ts77795,Derry Girls,SHOW,2018,27,comedy',GB',3,tt7120662,8.4,34026,16.567,8.1
ts56683,The Sinner,SHOW,2017,45,"crime', 'drama', 'thriller'",US',4,tt6048596,7.9,118746,51.938,7.5
tm312676,Leave No Trace,MOVIE,2018,109,drama',"CA', 'US'",NA,tt8324306,7.1,58727,14.795,6.8
ts53864,Ozark,SHOW,2017,60,"drama', 'crime', 'thriller'",US',4,tt5071412,8.5,300454,146.805,8.245
tm239091,Blade Runner 2049,MOVIE,2017,164,"scifi', 'action', 'drama', 'thriller'","CA', 'HU', 'MX', 'ES', 'GB', 'US'",NA,tt1856101,8,549712,67.788,7.5
ts55668,Dark,SHOW,2017,56,"scifi', 'crime', 'drama', 'thriller'",DE',3,tt5753856,8.7,363469,164.601,8.4
tm313149,12 Strong,MOVIE,2018,131,"drama', 'action', 'war', 'history'",US',NA,tt1413492,6.5,79980,67.199,6.2
tm244208,It,MOVIE,2017,135,"horror', 'fantasy', 'thriller'",US',NA,tt1396484,7.3,527626,95.827,7.234
ts81064,Legacies,SHOW,2018,41,"drama', 'scifi', 'fantasy', 'horror'",US',4,tt8103070,7.2,30634,230.337,8.5
ts81294,Manifest,SHOW,2018,42,"drama', 'thriller', 'scifi'",US',4,tt8421350,7.1,53185,145.572,7.7
ts53023,Riverdale,SHOW,2017,42,"crime', 'drama', 'thriller', 'romance'",US',6,tt5420376,6.6,141250,341.862,8.531
tm244259,Wind River,MOVIE,2017,107,"thriller', 'crime', 'drama', 'western'","FR', 'GB', 'US'",NA,tt5362988,7.7,244463,26.743,7.427
tm310953,Sorry to Bother You,MOVIE,2018,111,"scifi', 'fantasy', 'comedy', 'drama'",US',NA,tt5688932,6.9,77407,10.334,6.8
tm232797,Dunkirk,MOVIE,2017,107,"drama', 'war', 'action', 'thriller', 'history', 'european'","FR', 'NL', 'GB', 'US'",NA,tt5013758,7.8,619645,36.684,7.5
ts78801,Cobra Kai,SHOW,2018,31,"action', 'drama', 'sport', 'comedy'",US',5,tt7221388,8.5,166830,331.306,8.167
tm366889,Vice,MOVIE,2018,132,"comedy', 'drama', 'documentation'",US',NA,tt6266538,7.2,139439,16.962,7.059
ts42405,Mindhunter,SHOW,2017,53,"drama', 'crime', 'thriller'",US',2,tt5290382,8.6,261429,37.904,8
tm315174,Phantom Thread,MOVIE,2017,130,"drama', 'romance'","US', 'GB'",NA,tt5776858,7.4,130006,14.833,7.3
ts56768,Money Heist,SHOW,2017,49,"thriller', 'action', 'crime', 'drama', 'european'",ES',5,tt6468322,8.2,461688,1.4,NA
ts83970,All American,SHOW,2018,42,"drama', 'sport'",US',5,tt7414406,7.6,9704,33.102,8.272
ts79813,You,SHOW,2018,47,"crime', 'drama', 'thriller', 'romance'",US',3,tt7335184,7.7,230119,85.558,8.1
tm315344,Molly's Game,MOVIE,2017,140,"drama', 'crime', 'sport'","CN', 'CA', 'US'",NA,tt4209788,7.4,167955,25.929,7.147
tm318206,Den of Thieves,MOVIE,2018,140,"thriller', 'crime', 'drama', 'action'",US',NA,tt1259528,7,110108,47.326,6.7
ts77398,Lost in Space,SHOW,2018,49,"drama', 'scifi', 'action', 'thriller', 'family'",US',3,tt5232792,7.3,98084,55.052,7.654
ts81884,Bodyguard,SHOW,2018,60,"war', 'drama', 'thriller', 'crime', 'european'",GB',2,tt7493974,8.1,118124,19.085,7.9
ts82584,Rise of the Teenage Mutant Ninja Turtles,SHOW,2018,17,"action', 'comedy', 'drama', 'scifi', 'family', 'fantasy', 'animation'",US',2,tt6601082,4.9,3153,17.577,6.4
ts74816,American Vandal,SHOW,2017,33,"crime', 'comedy', 'drama'",US',2,tt6877772,8.1,30399,17.642,7.6
ts75151,Godless,SHOW,2017,65,"drama', 'western', 'documentation', 'action', 'crime'",US',1,tt5516154,7.6,27,16.273,7.754
ts77955,Somebody Feed Phil,SHOW,2018,52,documentation',US',5,tt7752034,8.2,4850,9.24,7.4
ts58133,Manhunt,SHOW,2017,43,"crime', 'drama', 'thriller'",US',2,tt5618256,8.1,58120,18.55,7.7
ts58433,The Haunting of Hill House,SHOW,2018,58,"thriller', 'drama', 'horror'",US',1,tt6763664,8.6,231950,50.336,8.1
tm266714,CHiPS,MOVIE,2017,100,"action', 'comedy', 'crime'",US',NA,tt0493405,6,46783,34.887,6.1
tm425889,The Ballad of Buster Scruggs,MOVIE,2018,132,"western', 'comedy', 'drama', 'romance'",US',NA,tt6412452,7.3,144294,32.555,7.145
ts42477,Babylon Berlin,SHOW,2017,49,"drama', 'thriller', 'crime', 'history', 'european'",DE',4,tt4378376,8.4,23638,33.053,7.9
ts54102,Altered Carbon,SHOW,2018,52,"scifi', 'thriller', 'action', 'drama'",US',2,tt2261227,7.9,164872,52.901,7.8
ts56261,Castlevania,SHOW,2017,26,"animation', 'drama', 'fantasy', 'horror', 'action'",US',4,tt6517102,8.3,62722,50.499,8.3
ts84785,Dirty John,SHOW,2018,44,"crime', 'drama'",US',2,tt15438396,7.2,21280,15.079,7.3
tm244220,Darkest Hour,MOVIE,2017,125,"drama', 'history', 'war', 'thriller', 'family'",GB',NA,tt4555426,7.4,193208,21.927,7.351
ts57465,Dynasty,SHOW,2017,42,drama',US',5,tt6128300,7.2,21637,49.457,8.2
tm367185,Won't You Be My Neighbor?,MOVIE,2018,95,documentation',US',NA,tt7681968,8.4,25061,8.47,8.1
ts57120,Good Girls,SHOW,2018,42,"drama', 'crime', 'comedy'",US',4,tt6474378,7.7,50919,33.403,8.1
ts57850,HAPPY!,SHOW,2017,43,"scifi', 'action', 'comedy', 'crime', 'fantasy', 'thriller'",US',2,tt2452242,8.1,38172,13.215,7.5
ts74823,Wet Hot American Summer: Ten Years Later,SHOW,2017,27,comedy',US',1,tt5669422,6.9,8639,8.032,6.6
ts53663,Workin' Moms,SHOW,2017,23,"comedy', 'drama'",CA',6,tt6143796,7.7,16488,23.833,7.9
ts75097,Maniac,SHOW,2018,39,"scifi', 'comedy', 'drama'",US',1,tt5580146,7.7,77069,14.064,7.4
ts79229,Wild Wild Country,SHOW,2018,67,"crime', 'documentation'",US',1,tt7768848,8.1,29939,9.646,7.95
tm287684,The Ritual,MOVIE,2017,94,"thriller', 'horror'","CA', 'GB'",NA,tt5638642,6.3,95551,24.321,6.2
ts55982,Anne with an E,SHOW,2017,46,"drama', 'family'",CA',3,tt5421602,8.7,52756,150.37,8.8
tm244174,Okja,MOVIE,2017,122,"scifi', 'fantasy', 'action', 'drama'","KR', 'US'",NA,tt3967856,7.3,116305,25.911,7.415
ts76243,The End of the F***ing World,SHOW,2017,21,"drama', 'comedy', 'romance', 'thriller', 'crime'",GB',2,tt6257970,8.1,182217,50.694,8.2
ts77852,Trolls: The Beat Goes On!,SHOW,2018,20,"comedy', 'animation', 'family', 'fantasy', 'romance'",US',8,tt7539608,5.8,806,21.406,8.6
ts56969,Atypical,SHOW,2017,31,"comedy', 'drama'",US',4,tt6315640,8.3,81643,37.513,8.3
tm288010,Final Score,MOVIE,2018,104,"action', 'drama', 'thriller'","GB', 'US'",NA,tt5254610,5.7,11967,17.411,6.1
ts39015,A Series of Unfortunate Events,SHOW,2017,47,"drama', 'action', 'comedy', 'family'",US',3,tt4834206,7.8,59959,55.144,7.345
ts81208,Charmed,SHOW,2018,40,"drama', 'scifi', 'fantasy'",US',4,tt6394324,4.6,16533,92.694,7.427
tm300280,Rumble: The Indians Who Rocked the World,MOVIE,2017,103,"music', 'documentation'",CA',NA,tt6333080,7.7,830,1.771,8.2
tm244364,The Nightingale,MOVIE,2018,136,"thriller', 'drama', 'horror'",AU',NA,tt4068576,7.3,29758,25.696,7.2
ts58155,Alias Grace,SHOW,2017,44,"drama', 'crime', 'history', 'thriller'",CA',1,tt1034007,7.7,32177,13.586,7.3
ts269185,Cold Case Files,SHOW,2017,42,"crime', 'documentation'",US',2,tt6459472,7.9,1292,2.879,8
ts53198,One Day at a Time,SHOW,2017,28,"comedy', 'drama'",US',4,tt5339440,8.1,16167,17.017,8.1
tm359978,Forgotten,MOVIE,2017,109,"thriller', 'horror', 'scifi'",KR',NA,tt4236484,7.4,31208,33.53,8
tm414073,Backtrace,MOVIE,2018,92,"crime', 'action', 'drama', 'thriller'","CA', 'US'",NA,tt3588588,3.8,4453,19.984,5.4
ts84328,The Bureau of Magical Things,SHOW,2018,24,"scifi', 'family', 'fantasy', 'drama'",AU',2,tt7153034,6.7,2152,20.189,7.5
ts53545,Santa Clarita Diet,SHOW,2017,29,"comedy', 'horror'",US',3,tt5580540,7.8,66326,19.982,7.5
ts58367,Safe,SHOW,2018,45,"drama', 'thriller', 'crime', 'european'",GB',1,tt7902072,7.2,42239,9.531,6.9
ts55798,Stranger,SHOW,2017,64,"crime', 'drama', 'thriller', 'romance', 'scifi', 'comedy'",KR',2,tt6461346,8.5,8066,25.007,8.5
tm412550,Set It Up,MOVIE,2018,105,"romance', 'comedy'",US',NA,tt5304992,6.5,51861,18.364,6.9
tm299741,Crooked House,MOVIE,2017,115,"drama', 'thriller', 'crime'",GB',NA,tt1869347,6.3,24033,10.188,6.4
tm239286,The Cloverfield Paradox,MOVIE,2018,102,"horror', 'thriller', 'scifi', 'drama', 'action'",US',NA,tt2548396,5.5,104068,21.122,5.6
tm272060,What Happened to Monday,MOVIE,2017,123,"scifi', 'thriller', 'drama', 'action', 'crime', 'fantasy'","FR', 'RO', 'GB', 'BE', 'DE'",NA,tt1536537,6.8,121772,60.669,7.2
ts241248,Cocomelon,SHOW,2018,6,"animation', 'comedy', 'family'","US', 'GB'",4,tt12427840,4.7,570,3.372,7.1
tm266666,Gerald's Game,MOVIE,2017,104,"horror', 'thriller', 'drama'",US',NA,tt3748172,6.5,106451,21.014,6.4
tm288499,Roma,MOVIE,2018,135,"drama', 'european'","US', 'MX'",NA,tt6155172,7.7,155787,12.745,7.7
tm370212,Adrift,MOVIE,2018,96,"action', 'thriller', 'romance', 'drama', 'european'","HK', 'IS', 'US'",NA,tt6306064,6.6,55597,17.991,6.9
tm244191,The Beguiled,MOVIE,2017,93,"drama', 'documentation', 'thriller', 'war'",US',NA,tt5592248,6.8,21,26.24,5.9
ts72247,Disenchantment,SHOW,2018,28,"scifi', 'comedy', 'fantasy', 'animation', 'action'",US',4,tt5363918,7.2,59907,49.462,7.561
ts75879,Big Mouth,SHOW,2017,27,"comedy', 'animation', 'romance'",US',6,tt6524350,7.9,76088,61.436,7.9
tm350379,Ghostland,MOVIE,2018,91,"thriller', 'horror', 'drama', 'european'","CA', 'FR'",NA,tt6195094,6.4,31379,34.263,7.4
ts74809,Knightfall,SHOW,2017,44,"action', 'drama', 'history'",US',2,tt4555364,6.7,20112,28.09,7
ts55720,GLOW,SHOW,2017,34,"drama', 'comedy', 'sport', 'reality'",US',4,tt0784878,8,45533,17.486,7.4
tm350,The Bad Batch,MOVIE,2017,119,"drama', 'horror', 'scifi', 'romance', 'action'",US',NA,tt4334266,5.2,31275,18.249,5.3
ts312241,Oats Studios,SHOW,2017,12,"scifi', 'horror'",US',1,tt16351432,6.4,1512,8.612,8
tm320570,Tully,MOVIE,2018,96,"comedy', 'drama'","CA', 'US'",NA,tt5610554,7,57576,13.592,6.8
ts52821,Watership Down,SHOW,2018,50,"animation', 'family', 'fantasy', 'action', 'drama'",GB',1,tt5670764,7.2,6175,10,6.9
tm357589,The Guernsey Literary & Potato Peel Pie Society,MOVIE,2018,124,"drama', 'history', 'romance', 'war'","GB', 'US', 'FR'",NA,tt1289403,7.3,45626,12.645,7.5
ts82189,BAKI,SHOW,2018,24,"drama', 'animation', 'action', 'crime', 'sport'",JP',3,tt6357658,6.7,6041,207.49,8.1
tm233482,The Foreigner,MOVIE,2017,113,"action', 'thriller', 'crime', 'drama', 'european'","IN', 'CN', 'US', 'GB'",NA,tt1615160,7,113338,32.05,6.8
tm320281,"Can't Stop, Won't Stop: A Bad Boy Story",MOVIE,2017,80,"music', 'documentation'",US',NA,tt6628790,5.3,735,4.174,6.4
tm319818,Outlaw King,MOVIE,2018,121,"action', 'drama', 'history', 'war'","US', 'GB'",NA,tt6679794,6.9,70822,24.14,6.8
tm414887,Destination Wedding,MOVIE,2018,90,"drama', 'romance', 'comedy'",US',NA,tt6987770,6,29546,19.069,5.7
ts82849,The Kominsky Method,SHOW,2018,26,"drama', 'comedy'",US',3,tt7255502,8.2,38900,18.106,7.6
ts55781,Black Spot,SHOW,2017,55,"drama', 'crime', 'thriller', 'horror', 'european'","BE', 'FR'",2,tt6519410,7.4,11068,17.457,7
ts78305,Elite,SHOW,2018,48,"thriller', 'drama', 'crime'",ES',5,tt7134908,7.4,75337,224.739,8.1
ts56648,The Keepers,SHOW,2017,56,"documentation', 'thriller', 'crime', 'action', 'drama'",US',1,tt6502890,8.2,14,8.556,7.5
ts42294,13 Reasons Why,SHOW,2017,58,"drama', 'thriller'",US',4,tt1837492,7.5,286015,80.574,7.748
tm374132,Bird Box,MOVIE,2018,124,"thriller', 'drama', 'scifi', 'horror'",US',NA,tt2737304,6.6,331070,47.18,6.9
tm280828,The Babysitter,MOVIE,2017,85,"comedy', 'horror'",US',NA,tt4225622,6.4,86953,52.287,6.102
ts54054,Imposters,SHOW,2017,43,"drama', 'thriller', 'comedy', 'crime'",US',2,tt5212822,7.8,13529,17.273,7.3
ts77518,Teasing Master Takagi-san,SHOW,2018,24,"animation', 'romance', 'comedy'",JP',3,tt7808344,7.7,2153,49.106,8.274
ts82526,Narcos: Mexico,SHOW,2018,58,"drama', 'crime'",US',3,tt8714904,8.4,82042,92.102,7.9
ts57055,Black Lightning,SHOW,2018,41,"action', 'scifi', 'drama'",US',4,tt6045840,6.1,24646,45.271,7.2
ts84574,Salt Fat Acid Heat,SHOW,2018,43,documentation',US',1,tt8772088,7.7,2447,4.037,8.3
tm371380,The Package,MOVIE,2018,94,"comedy', 'drama', 'thriller'",US',NA,tt7525778,5.5,17858,20.72,6
tm244197,Replicas,MOVIE,2018,94,"scifi', 'thriller', 'drama'","PR', 'US', 'GB', 'CN'",NA,tt4154916,5.5,37340,27.644,6.1
tm420348,Cam,MOVIE,2018,95,"thriller', 'horror', 'drama'",US',NA,tt8361028,5.9,31542,12.204,5.8
ts77563,Mystery Science Theater 3000,SHOW,2017,86,"scifi', 'comedy', 'drama', 'horror', 'thriller'",US',2,tt6782014,8.1,3656,3.279,8
ts76458,Deadwind,SHOW,2018,46,"crime', 'drama', 'thriller'",FI',3,tt6616260,7.2,9068,18.234,6.6
ts77824,My Next Guest Needs No Introduction With David Letterman,SHOW,2018,50,,US',4,tt7829834,7.8,5581,8.217,7.6
ts77197,Seven Seconds,SHOW,2018,62,"crime', 'drama'",US',1,tt6297682,7.7,15323,9.766,7.4
ts78558,Queer Eye,SHOW,2018,47,reality',US',6,tt7259746,8.5,18710,15.751,7.8
ts76869,Violet Evergarden,SHOW,2018,25,"animation', 'scifi', 'drama', 'fantasy', 'romance'",JP',1,tt7078180,8.4,20919,43.782,8.674
ts84280,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,25,"comedy', 'thriller', 'animation', 'fantasy', 'romance', 'drama'",JP',1,tt8993398,8.1,11117,61.635,8.8
tm435086,Level 16,MOVIE,2018,102,"scifi', 'thriller', 'drama', 'european'",CA',NA,tt4006302,6,11823,69.48,6.8
tm414285,Abducted in Plain Sight,MOVIE,2018,91,"crime', 'documentation', 'thriller', 'drama'",US',NA,tt3444312,6.8,18165,9.689,6.4
tm244206,The Meyerowitz Stories (New and Selected),MOVIE,2017,112,"comedy', 'drama'",US',NA,tt5536736,6.9,48223,12.045,6.5
ts79926,James Acaster: Repertoire,SHOW,2018,52,comedy',GB',1,tt7818686,8.4,3686,2.462,8.4
tm273294,I Don't Feel at Home in This World Anymore,MOVIE,2017,93,"drama', 'thriller', 'crime', 'comedy', 'european'",US',NA,tt5710514,6.9,55549,12.544,6.5
tm280060,Step Sisters,MOVIE,2018,104,comedy',US',NA,tt5267472,5.4,4496,9.814,6.5
ts76865,Devilman Crybaby,SHOW,2018,25,"animation', 'action', 'scifi', 'drama', 'fantasy', 'horror'",JP',1,tt6660498,7.6,19465,37.228,7.887
tm226948,The Shack,MOVIE,2017,132,"drama', 'fantasy'",US',NA,tt2872518,6.2,35748,110.758,7.5
ts83999,Hilda,SHOW,2018,25,"animation', 'family', 'scifi', 'drama', 'fantasy', 'comedy'",GB',2,tt6385540,8.5,10283,18.535,8.3
tm371900,Calibre,MOVIE,2018,101,"thriller', 'drama'",GB',NA,tt6218358,6.8,28788,9.761,6.5
tm271951,Apostle,MOVIE,2018,130,"thriller', 'drama', 'horror', 'fantasy'","US', 'GB'",NA,tt6217306,6.3,51890,14.414,6.1
tm244332,Beirut,MOVIE,2018,110,"thriller', 'drama', 'action', 'crime'",US',NA,tt4669264,6.4,22065,10.945,6.3
tm410435,To All the Boys I've Loved Before,MOVIE,2018,100,"comedy', 'romance', 'drama'",US',NA,tt8179390,7.1,101175,83.421,7.7
ts78430,Collateral,SHOW,2018,57,"thriller', 'drama', 'crime'",GB',1,tt6729080,6.7,17774,23.364,6.4
ts82228,Cells at Work!,SHOW,2018,23,"comedy', 'animation', 'action', 'fantasy'",JP',2,tt8673610,7.5,2270,16.706,8.3
ts58025,My Little Pony: Equestria Girls,SHOW,2017,22,"animation', 'comedy', 'family', 'fantasy'",US',1,tt13160278,6.5,661,11.9,8.1
ts82597,The Dragon Prince,SHOW,2018,27,"action', 'scifi', 'animation', 'family', 'fantasy', 'thriller', 'drama'",US',3,tt8688814,8.4,22187,31.275,8.3
tm362881,Mirai,MOVIE,2018,94,"fantasy', 'animation', 'drama', 'family'",JP',NA,tt6900448,7,14983,52.562,7.2
ts87369,Rust Valley Restorers,SHOW,2018,50,documentation',CA',4,tt9498102,7.7,2848,12.127,8.1
tm221953,Bāhubali 2: The Conclusion,MOVIE,2017,168,"fantasy', 'drama', 'action'",IN',NA,tt4849438,8.2,94421,38.877,7.3
tm227940,Berlin Syndrome,MOVIE,2017,116,"horror', 'thriller', 'drama'",AU',NA,tt3335606,6.2,25149,15.339,6
tm311815,Icarus,MOVIE,2017,121,"documentation', 'thriller', 'sport'",US',NA,tt6333060,7.9,49269,9.623,7.7
ts55645,Five Came Back,SHOW,2017,65,"war', 'documentation', 'history'",US',1,tt6587094,8.3,4671,5.86,7.7
ts81331,She-Ra and the Princesses of Power,SHOW,2018,24,"scifi', 'animation', 'comedy', 'fantasy', 'family', 'action', 'drama'",US',5,tt7745956,7.8,15584,26.73,8.8
tm362098,The Kindergarten Teacher,MOVIE,2018,96,"drama', 'thriller', 'european'",US',NA,tt6952960,6.7,15974,15.809,6.6
ts80856,Chilling Adventures of Sabrina,SHOW,2018,57,"thriller', 'scifi', 'drama', 'fantasy', 'horror'",US',4,tt7569592,7.4,91958,80.61,8.306
tm317542,1922,MOVIE,2017,101,"horror', 'drama', 'documentation', 'crime', 'thriller'",US',NA,tt6214928,6.2,62508,17.275,5.9
tm313683,Veronica,MOVIE,2017,105,horror',ES',NA,tt5862312,6.2,41284,55.175,6.2
tm414220,Little Italy,MOVIE,2018,102,"romance', 'comedy'","CA', 'US'",NA,tt6957966,5.7,14829,15.703,6.8
tm299677,Hold the Dark,MOVIE,2018,126,"thriller', 'crime', 'horror', 'action', 'drama'",US',NA,tt5057140,5.6,36928,16.591,5.318
tm244325,Mute,MOVIE,2018,126,"scifi', 'thriller', 'drama'","GB', 'DE'",NA,tt1464763,5.4,35158,15.734,5.6
tm435916,The Perfection,MOVIE,2018,90,"horror', 'thriller', 'drama', 'music'",US',NA,tt7772580,6.1,42403,12.684,6.5
tm433228,Red Joan,MOVIE,2018,101,"thriller', 'history', 'romance', 'drama'",GB',NA,tt7615302,6.4,12452,13.425,6.7
tm244307,Bright,MOVIE,2017,117,"fantasy', 'thriller', 'scifi', 'crime', 'action'",US',NA,tt5519340,6.3,185996,36.593,6.2
ts80705,Evil Genius,SHOW,2018,48,"documentation', 'crime'",US',1,tt8342862,7.5,27987,9.635,7.5
ts78080,Everything Sucks!,SHOW,2018,24,"drama', 'comedy'",US',1,tt7078710,7.5,18621,17.251,7.8
tm346943,Kodachrome,MOVIE,2017,105,"drama', 'comedy', 'european'",US',NA,tt1880399,6.8,16821,8.641,6.8
tm233362,The Discovery,MOVIE,2017,102,"scifi', 'thriller', 'romance', 'drama'",US',NA,tt5155780,6.2,34092,11.237,6.3
ts80035,Nightflyers,SHOW,2018,44,"scifi', 'thriller', 'drama', 'horror'",US',1,tt6903284,5.8,13222,10.291,5.6
ts82560,Dark Tourist,SHOW,2018,41,"action', 'documentation'",NZ',1,tt8725166,7.5,7233,6.668,6.5
tm310706,Extinction,MOVIE,2018,96,"scifi', 'thriller', 'action', 'drama'",US',NA,tt3201640,5.8,52635,28.029,6.009
tm244233,The Book of Henry,MOVIE,2017,106,"drama', 'thriller', 'crime'",US',NA,tt4572792,6.5,27262,17.456,7.5
tm317566,Creep 2,MOVIE,2017,80,"thriller', 'horror', 'crime', 'drama'",US',NA,tt3654796,6.4,25671,14.489,6.322
tm422491,Speed Kills,MOVIE,2018,102,"thriller', 'crime', 'drama', 'action'","US', 'PR'",NA,tt6749318,4.2,3244,14.407,5.6
tm449070,Black Mirror: Bandersnatch,MOVIE,2018,90,"drama', 'thriller', 'scifi', 'fantasy'","GB', 'US'",NA,tt9495224,7.1,125229,17.397,6.8
tm315340,The Night Comes for Us,MOVIE,2018,121,"action', 'thriller', 'crime'",ID',NA,tt6116856,6.9,25839,12.473,6.8
tm307283,Cargo,MOVIE,2017,105,"drama', 'thriller', 'scifi', 'horror'",AU',NA,tt3860916,6.3,43232,18.142,6.4
ts84010,Pine Gap,SHOW,2018,56,"drama', 'thriller'",AU',1,tt7371868,7.1,5007,10.479,7.3
tm366567,When We First Met,MOVIE,2018,97,"fantasy', 'comedy', 'romance'",US',NA,tt5783956,6.4,48885,15.879,6.6
ts55962,Dear White People,SHOW,2017,30,"comedy', 'drama'",US',4,tt5707802,6.1,25232,16.376,6.4
tm300615,Mudbound,MOVIE,2017,135,"drama', 'war'",US',NA,tt2396589,7.4,47676,9.749,7.4
ts56480,Troy: Fall of a City,SHOW,2018,58,"action', 'war', 'fantasy', 'romance'",GB',1,tt5103758,3.9,13815,12.655,6.5
tm243326,Anon,MOVIE,2018,100,"scifi', 'thriller', 'action', 'drama', 'crime', 'european'","US', 'GB'",NA,tt5419536,6.1,42608,21.915,5.919
ts57424,The Forest,SHOW,2017,52,"drama', 'crime', 'thriller', 'european'",FR',1,tt6560040,7.2,10234,18.051,7.1
ts56511,Cable Girls,SHOW,2017,46,"drama', 'history', 'european'",ES',5,tt5674718,7.6,13855,44.083,7.9
tm349803,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",MOVIE,2017,94,"documentation', 'comedy'","CA', 'US'",NA,tt7214762,7.6,25948,10.704,7.6
tm323634,A-X-L,MOVIE,2018,98,"scifi', 'thriller', 'action', 'drama', 'family'",US',NA,tt5709188,5.3,11920,32.431,6.3
tm316414,Hell Fest,MOVIE,2018,88,"horror', 'thriller'",US',NA,tt1999890,5.5,16976,15.417,5.6
ts80523,Aggretsuko,SHOW,2018,17,"animation', 'comedy', 'romance', 'drama', 'music'",JP',4,tt8019444,8,6195,13.244,7.2
tm434202,Malevolent,MOVIE,2018,89,"horror', 'thriller'",GB',NA,tt2386237,4.8,13772,8.289,5
ts75772,Jack Whitehall: Travels with My Father,SHOW,2017,48,"reality', 'documentation', 'comedy', 'european'",GB',5,tt7453996,7.6,5482,5.014,7.4
ts121489,Two Sentence Horror Stories,SHOW,2017,22,"drama', 'horror', 'thriller'",US',4,tt6873926,5.5,1900,8.441,5.6
ts77957,Dirty Money,SHOW,2018,63,"documentation', 'crime'",US',2,tt7889220,8.1,9159,11.301,7.3
ts78452,Requiem,SHOW,2018,58,"drama', 'animation', 'fantasy', 'thriller'",GB',1,tt6712390,6.4,6553,11.958,6.6
ts78356,The Rain,SHOW,2018,43,"scifi', 'thriller', 'drama'",DK',3,tt6656238,7.3,616,98.788,7.415
ts86296,Sunderland 'Til I Die,SHOW,2018,41,"documentation', 'sport'",GB',2,tt8914684,8.1,8113,5.099,8
tm410742,Happy as Lazzaro,MOVIE,2018,125,"fantasy', 'drama', 'european'","IT', 'CH', 'FR'",NA,tt6752992,7.5,18006,8.295,7.4
ts79422,Nailed It!,SHOW,2018,33,"reality', 'comedy'",US',6,tt6987788,7.4,4742,8.521,7.6
ts78298,My Mister,SHOW,2018,70,"drama', 'family'",KR',1,tt7923710,9.1,6043,13.025,8.9
ts88783,Bakugan: Battle Planet,SHOW,2018,20,"animation', 'action', 'comedy', 'family', 'fantasy', 'scifi'",JP',4,tt9527662,4.9,225,14.694,6.8
tm244229,Everybody Knows,MOVIE,2018,132,"drama', 'thriller', 'crime', 'european'","IT', 'ES', 'FR'",NA,tt4964788,6.9,34365,11.374,6.5
ts56038,Dave Chappelle,SHOW,2017,66,"comedy', 'documentation'",US',1,tt6963504,8.7,2798,4.516,7.6
ts57439,Damnation,SHOW,2017,43,"western', 'crime', 'drama'",US',1,tt6106704,7.6,8313,9.193,7
ts53936,Innocent,SHOW,2017,51,"drama', 'thriller', 'crime'",TR',1,tt6478318,8.4,17727,7.297,8.1
ts56481,Great News,SHOW,2017,21,comedy',US',2,tt4955480,7,6810,8.665,6.5
tm348993,22-Jul,MOVIE,2018,143,"thriller', 'crime', 'drama', 'history', 'european'","US', 'IS', 'NO'",NA,tt7280898,6.8,33609,33.575,7.2
tm427308,Falls Around Her,MOVIE,2018,100,"drama', 'music', 'thriller'",CA',NA,tt8314254,6.3,127,1.339,7
ts85895,Better Than Us,SHOW,2018,52,"scifi', 'drama'",RU',2,tt8285216,7.3,8792,14.306,7.4
ts82302,Insatiable,SHOW,2018,46,"drama', 'comedy', 'thriller'",US',2,tt6487482,6.5,28006,81.348,7.9
tm245176,Sand Castle,MOVIE,2017,113,"war', 'action', 'drama'","IQ', 'GB'",NA,tt2582576,6.3,23158,27.077,6.5
